"Index","rank1","rank2","rank3","rank4"
"VI1212","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","skipped"
"VI1213","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1214","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","skipped"
"VI1215","KRISTAL C. PRICE","skipped","skipped","skipped"
"VI1216","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1217","MARDI SIFUENTES","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1218","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1219","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE"
"VI1220","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","KRISTAL C. PRICE"
"VI1221","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1222","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI1223","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","KRISTAL C. PRICE"
"VI1224","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1225","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1226","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI1227","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1228","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES"
"VI1229","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1230","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1231","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI1232","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","uwi"
"VI1233","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1234","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI1235","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI1236","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI1237","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1238","AMBER RASMUSSEN","MARDI SIFUENTES","skipped","skipped"
"VI1239","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI1240","AMBER RASMUSSEN","MARDI SIFUENTES","skipped","skipped"
"VI1241","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI1242","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1243","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI1244","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE"
"VI1245","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1246","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1247","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1248","skipped","MARDI SIFUENTES","skipped","skipped"
"VI1249","MARDI SIFUENTES","NEF PACHECO","skipped","skipped"
"VI1250","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI1251","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1252","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1253","AMBER RASMUSSEN","uwi","NEF PACHECO","MARDI SIFUENTES"
"VI1254","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1255","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1256","AMBER RASMUSSEN","uwi","NEF PACHECO","MARDI SIFUENTES"
"VI1257","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1258","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1259","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","skipped"
"VI1260","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","uwi"
"VI1261","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","skipped"
"VI1262","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1263","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1264","MARDI SIFUENTES","AMBER RASMUSSEN","uwi","NEF PACHECO"
"VI1265","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1266","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1267","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI1268","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI1269","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI1270","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI1271","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI1272","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI1273","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI1274","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1275","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI1276","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1277","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1278","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1279","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1280","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI1281","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1282","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1283","MARDI SIFUENTES","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1284","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1285","uwi","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1286","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI1287","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","uwi"
"VI1288","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1289","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1290","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES"
"VI1291","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1292","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES"
"VI1293","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES"
"VI1294","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI1295","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1296","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1297","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1298","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1299","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO"
"VI1300","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1301","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1302","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1303","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1304","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE","MARDI SIFUENTES"
"VI1305","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1306","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO"
"VI1307","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1308","MARDI SIFUENTES","AMBER RASMUSSEN","uwi","NEF PACHECO"
"VI1309","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI1310","AMBER RASMUSSEN","NEF PACHECO","skipped","skipped"
"VI1311","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1312","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1313","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1314","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1315","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1316","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1317","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1318","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1319","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1320","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1321","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1322","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI1323","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1324","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1325","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI1326","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI1327","AMBER RASMUSSEN","NEF PACHECO","skipped","skipped"
"VI1328","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1329","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1330","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1331","AMBER RASMUSSEN","skipped","skipped","skipped"
"VI1332","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI1333","KRISTAL C. PRICE","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN"
"VI1334","MARDI SIFUENTES","AMBER RASMUSSEN","uwi","NEF PACHECO"
"VI1335","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI1336","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","uwi"
"VI1337","MARDI SIFUENTES","AMBER RASMUSSEN","uwi","NEF PACHECO"
"VI1338","skipped","skipped","skipped","skipped"
"VI1339","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI1340","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI1341","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI1342","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1343","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1344","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1345","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1346","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI1347","KRISTAL C. PRICE","skipped","skipped","skipped"
"VI1348","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI1349","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI1350","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI1351","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI1352","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI1353","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI1354","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","skipped"
"VI1355","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1356","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","uwi"
"VI1357","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI1358","uwi","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES"
"VI1359","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","skipped"
"VI1360","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI1361","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1362","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI1363","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1364","MARDI SIFUENTES","uwi","NEF PACHECO","AMBER RASMUSSEN"
"VI1365","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1366","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1367","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1368","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1369","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1370","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1371","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1372","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1373","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI1374","KRISTAL C. PRICE","skipped","skipped","skipped"
"VI1375","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1376","AMBER RASMUSSEN","uwi","MARDI SIFUENTES","NEF PACHECO"
"VI1377","MARDI SIFUENTES","NEF PACHECO","skipped","skipped"
"VI1378","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1379","KRISTAL C. PRICE","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN"
"VI1380","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI1381","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO"
"VI1382","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1383","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1384","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1385","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1386","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1387","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1388","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1389","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE"
"VI1390","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1391","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI1392","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1393","KRISTAL C. PRICE","skipped","skipped","overvote"
"VI1394","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","KRISTAL C. PRICE"
"VI1395","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI1396","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1397","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE"
"VI1398","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1399","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1400","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1401","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1402","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1403","MARDI SIFUENTES","uwi","NEF PACHECO","AMBER RASMUSSEN"
"VI1404","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1405","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1406","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1407","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1408","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1409","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","KRISTAL C. PRICE"
"VI1410","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1411","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES"
"VI1412","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI1413","KRISTAL C. PRICE","AMBER RASMUSSEN","skipped","skipped"
"VI1414","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI1415","KRISTAL C. PRICE","AMBER RASMUSSEN","skipped","skipped"
"VI1416","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI1417","uwi","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI1418","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1419","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI1420","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI1421","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI1422","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI1423","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1424","NEF PACHECO","KRISTAL C. PRICE","skipped","skipped"
"VI1425","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1426","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1427","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1428","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI1429","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI1430","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI1431","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1432","NEF PACHECO","AMBER RASMUSSEN","KRISTAL C. PRICE","MARDI SIFUENTES"
"VI1433","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1434","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1435","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1436","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1437","AMBER RASMUSSEN","MARDI SIFUENTES","skipped","skipped"
"VI1438","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1439","skipped","skipped","skipped","skipped"
"VI1440","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI1441","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1442","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI1443","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1444","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI1445","MARDI SIFUENTES","skipped","skipped","skipped"
"VI1446","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI1447","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1448","skipped","skipped","skipped","skipped"
"VI1449","skipped","skipped","skipped","skipped"
"VI1450","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI1451","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE","MARDI SIFUENTES"
"VI1452","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1453","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI1454","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1455","AMBER RASMUSSEN","uwi","MARDI SIFUENTES","NEF PACHECO"
"VI1456","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1457","MARDI SIFUENTES","AMBER RASMUSSEN","uwi","NEF PACHECO"
"VI1458","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1459","MARDI SIFUENTES","AMBER RASMUSSEN","uwi","NEF PACHECO"
"VI1460","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1461","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI1462","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1463","NEF PACHECO","AMBER RASMUSSEN","KRISTAL C. PRICE","MARDI SIFUENTES"
"VI1464","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES"
"VI1465","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI1466","AMBER RASMUSSEN","uwi","MARDI SIFUENTES","NEF PACHECO"
"VI1467","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI1468","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1469","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI1470","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES"
"VI1471","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1472","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1473","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI1474","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1475","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES"
"VI1476","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI1477","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1478","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI1479","NEF PACHECO","AMBER RASMUSSEN","KRISTAL C. PRICE","MARDI SIFUENTES"
"VI1480","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI1481","AMBER RASMUSSEN","skipped","skipped","skipped"
"VI1482","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1483","KRISTAL C. PRICE","AMBER RASMUSSEN","skipped","skipped"
"VI1484","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1485","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI1486","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1487","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI1488","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","uwi"
"VI1489","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE"
"VI1490","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI1491","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI1492","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1493","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1494","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI1495","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI1496","MARDI SIFUENTES","uwi","NEF PACHECO","AMBER RASMUSSEN"
"VI1497","KRISTAL C. PRICE","AMBER RASMUSSEN","skipped","skipped"
"VI1498","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1499","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1500","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI1501","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1502","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI1503","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","skipped"
"VI1504","skipped","AMBER RASMUSSEN","skipped","NEF PACHECO"
"VI1505","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1506","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1507","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI1508","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
